source_path	decision	target	reason	chars_read
creator\PriorScriptAPI\minecraft\server-1xx\EntityAgeableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2103
creator\PriorScriptAPI\minecraft\server-1xx\EntityApplyDamageByProjectileOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1057
creator\PriorScriptAPI\minecraft\server-1xx\EntityApplyDamageOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1000
creator\PriorScriptAPI\minecraft\server-1xx\EntityAttributeComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3215
creator\PriorScriptAPI\minecraft\server-1xx\EntityBaseMovementComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1646
creator\PriorScriptAPI\minecraft\server-1xx\EntityBreathableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2948
creator\PriorScriptAPI\minecraft\server-1xx\EntityCanClimbComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	904
creator\PriorScriptAPI\minecraft\server-1xx\EntityCanFlyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	976
creator\PriorScriptAPI\minecraft\server-1xx\EntityCanPowerJumpComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	956
creator\PriorScriptAPI\minecraft\server-1xx\EntityColor2Component.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1145
creator\PriorScriptAPI\minecraft\server-1xx\EntityColorComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1105
creator\PriorScriptAPI\minecraft\server-1xx\EntityComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3920
creator\PriorScriptAPI\minecraft\server-1xx\EntityComponentReturnType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	852
creator\PriorScriptAPI\minecraft\server-1xx\EntityComponentTypeMap.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	7201
creator\PriorScriptAPI\minecraft\server-1xx\EntityComponentTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	10090
creator\PriorScriptAPI\minecraft\server-1xx\EntityDamageCause.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	4322
creator\PriorScriptAPI\minecraft\server-1xx\EntityDamageSource.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1123
creator\PriorScriptAPI\minecraft\server-1xx\EntityDataDrivenTriggerEventOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1386
creator\PriorScriptAPI\minecraft\server-1xx\EntityDefinitionFeedItem.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1202
creator\PriorScriptAPI\minecraft\server-1xx\EntityDieAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1058
creator\PriorScriptAPI\minecraft\server-1xx\EntityDieAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1976
creator\PriorScriptAPI\minecraft\server-1xx\EntityEffectOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	936
creator\PriorScriptAPI\minecraft\server-1xx\EntityEquippableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3112
creator\PriorScriptAPI\minecraft\server-1xx\EntityEventOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1084
creator\PriorScriptAPI\minecraft\server-1xx\EntityFilter.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3307
creator\PriorScriptAPI\minecraft\server-1xx\EntityFireImmuneComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	924
creator\PriorScriptAPI\minecraft\server-1xx\EntityFloatsInLiquidComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	942
creator\PriorScriptAPI\minecraft\server-1xx\EntityFlyingSpeedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1082
creator\PriorScriptAPI\minecraft\server-1xx\EntityFrictionModifierComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1117
creator\PriorScriptAPI\minecraft\server-1xx\EntityGroundOffsetComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1325
creator\PriorScriptAPI\minecraft\server-1xx\EntityHealableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1390
creator\PriorScriptAPI\minecraft\server-1xx\EntityHealthChangedAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1167
creator\PriorScriptAPI\minecraft\server-1xx\EntityHealthChangedAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1950
creator\PriorScriptAPI\minecraft\server-1xx\EntityHealthComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1851
creator\PriorScriptAPI\minecraft\server-1xx\EntityHitBlockAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1271
creator\PriorScriptAPI\minecraft\server-1xx\EntityHitBlockAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1858
creator\PriorScriptAPI\minecraft\server-1xx\EntityHitEntityAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1017
creator\PriorScriptAPI\minecraft\server-1xx\EntityHitEntityAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1930
creator\PriorScriptAPI\minecraft\server-1xx\EntityHitInformation.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	827
creator\PriorScriptAPI\minecraft\server-1xx\EntityHurtAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1121
creator\PriorScriptAPI\minecraft\server-1xx\EntityHurtAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1902
creator\PriorScriptAPI\minecraft\server-1xx\EntityInitializationCause.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1339
creator\PriorScriptAPI\minecraft\server-1xx\EntityInventoryComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2227
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsBabyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	884
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsChargedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	900
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsChestedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	919
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsDyeableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	929
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsHiddenWhenInvisibleComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	994
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsIgnitedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	912
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsIllagerCaptainComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	947
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsSaddledComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	910
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsShakingComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	910
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsShearedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	910
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsStackableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	914
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsStunnedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	910
creator\PriorScriptAPI\minecraft\server-1xx\EntityIsTamedComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	898
creator\PriorScriptAPI\minecraft\server-1xx\EntityItemComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2010
creator\PriorScriptAPI\minecraft\server-1xx\EntityLavaMovementComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	923
creator\PriorScriptAPI\minecraft\server-1xx\EntityLeashableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2984
creator\PriorScriptAPI\minecraft\server-1xx\EntityLoadAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	983
creator\PriorScriptAPI\minecraft\server-1xx\EntityLoadAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1882
creator\PriorScriptAPI\minecraft\server-1xx\EntityMarkVariantComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1102
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementAmphibiousComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	987
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementBasicComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	928
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	897
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementFlyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	921
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementGenericComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	957
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementGlideComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1282
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementHoverComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	933
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementJumpComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	964
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementSkipComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	938
creator\PriorScriptAPI\minecraft\server-1xx\EntityMovementSwayComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1306
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationClimbComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	991
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	5238
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationFloatComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	970
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationFlyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	964
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationGenericComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1016
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationHoverComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1047
creator\PriorScriptAPI\minecraft\server-1xx\EntityNavigationWalkComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	985
creator\PriorScriptAPI\minecraft\server-1xx\EntityOnFireComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1889
creator\PriorScriptAPI\minecraft\server-1xx\EntityProjectileComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	6099
creator\PriorScriptAPI\minecraft\server-1xx\EntityPushThroughComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1093
creator\PriorScriptAPI\minecraft\server-1xx\EntityQueryOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	7639
creator\PriorScriptAPI\minecraft\server-1xx\EntityQueryPropertyOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1423
creator\PriorScriptAPI\minecraft\server-1xx\EntityQueryScoreOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1320
creator\PriorScriptAPI\minecraft\server-1xx\EntityRaycastHit.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	899
creator\PriorScriptAPI\minecraft\server-1xx\EntityRaycastOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1402
creator\PriorScriptAPI\minecraft\server-1xx\EntityRemoveAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1082
creator\PriorScriptAPI\minecraft\server-1xx\EntityRemoveAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2075
creator\PriorScriptAPI\minecraft\server-1xx\EntityRemoveBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	969
creator\PriorScriptAPI\minecraft\server-1xx\EntityRemoveBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2149
creator\PriorScriptAPI\minecraft\server-1xx\EntityRideableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	6023
creator\PriorScriptAPI\minecraft\server-1xx\EntityRidingComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1096
creator\PriorScriptAPI\minecraft\server-1xx\EntityScaleComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1034
creator\PriorScriptAPI\minecraft\server-1xx\EntitySkinIdComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1099
creator\PriorScriptAPI\minecraft\server-1xx\EntitySpawnAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2083
creator\PriorScriptAPI\minecraft\server-1xx\EntitySpawnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2912
creator\PriorScriptAPI\minecraft\server-1xx\EntitySpawnError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	486
creator\PriorScriptAPI\minecraft\server-1xx\EntityStrengthComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1354
creator\PriorScriptAPI\minecraft\server-1xx\EntityTameableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2352
creator\PriorScriptAPI\minecraft\server-1xx\EntityTameMountComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2628
creator\PriorScriptAPI\minecraft\server-1xx\EntityType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	799
creator\PriorScriptAPI\minecraft\server-1xx\EntityTypeFamilyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1232
creator\PriorScriptAPI\minecraft\server-1xx\EntityTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1135
creator\PriorScriptAPI\minecraft\server-1xx\EntityUnderwaterMovementComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	959
creator\PriorScriptAPI\minecraft\server-1xx\EntityVariantComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1129
creator\PriorScriptAPI\minecraft\server-1xx\EntityWantsJockeyComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	924
creator\PriorScriptAPI\minecraft\server-1xx\EqualsComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	809
creator\PriorScriptAPI\minecraft\server-1xx\EquipmentSlot.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1402
creator\PriorScriptAPI\minecraft\server-1xx\ExplosionAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1275
creator\PriorScriptAPI\minecraft\server-1xx\ExplosionAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1683
creator\PriorScriptAPI\minecraft\server-1xx\ExplosionBeforeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1204
creator\PriorScriptAPI\minecraft\server-1xx\ExplosionBeforeEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1981
creator\PriorScriptAPI\minecraft\server-1xx\ExplosionOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2889
creator\PriorScriptAPI\minecraft\server-1xx\FeedItem.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1415
creator\PriorScriptAPI\minecraft\server-1xx\FeedItemEffect.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1399
creator\PriorScriptAPI\minecraft\server-1xx\FluidContainer.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	988
creator\PriorScriptAPI\minecraft\server-1xx\FluidType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1035
creator\PriorScriptAPI\minecraft\server-1xx\GameMode.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1959
creator\PriorScriptAPI\minecraft\server-1xx\GameRule.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	6072
creator\PriorScriptAPI\minecraft\server-1xx\GameRuleChangeAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1046
creator\PriorScriptAPI\minecraft\server-1xx\GameRuleChangeAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1803
creator\PriorScriptAPI\minecraft\server-1xx\GameRules.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	5909
creator\PriorScriptAPI\minecraft\server-1xx\GreaterThanComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	801
creator\PriorScriptAPI\minecraft\server-1xx\GreaterThanOrEqualsComparison.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	861
creator\PriorScriptAPI\minecraft\server-1xx\HudElement.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1088
creator\PriorScriptAPI\minecraft\server-1xx\HudVisibility.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1003
creator\PriorScriptAPI\minecraft\server-1xx\IButtonPushAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1784
creator\PriorScriptAPI\minecraft\server-1xx\ILeverActionAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1797
creator\PriorScriptAPI\minecraft\server-1xx\InputButton.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1751
creator\PriorScriptAPI\minecraft\server-1xx\InputEventOptions.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1306
creator\PriorScriptAPI\minecraft\server-1xx\InputInfo.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1964
creator\PriorScriptAPI\minecraft\server-1xx\InputMode.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	968
creator\PriorScriptAPI\minecraft\server-1xx\InputPermissionCategory.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2345
creator\PriorScriptAPI\minecraft\server-1xx\InvalidContainerSlotError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	612
creator\PriorScriptAPI\minecraft\server-1xx\InvalidEntityError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	936
creator\PriorScriptAPI\minecraft\server-1xx\InvalidIteratorError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	498
creator\PriorScriptAPI\minecraft\server-1xx\InvalidStructureError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	586
creator\PriorScriptAPI\minecraft\server-1xx\IPlayerJoinAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1789
creator\PriorScriptAPI\minecraft\server-1xx\IPlayerLeaveAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1805
creator\PriorScriptAPI\minecraft\server-1xx\IPlayerSpawnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1797
creator\PriorScriptAPI\minecraft\server-1xx\ISerializable.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	695
creator\PriorScriptAPI\minecraft\server-1xx\ItemCompleteUseAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1210
creator\PriorScriptAPI\minecraft\server-1xx\ItemCompleteUseAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1819
creator\PriorScriptAPI\minecraft\server-1xx\ItemCompleteUseEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1135
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1018
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentBeforeDurabilityDamageEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1308
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentCompleteUseEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	848
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentConsumeEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	990
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentHitEntityEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1225
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentMineBlockEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1278
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentRegistry.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2070
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentReturnType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	836
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentTypeMap.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1165
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1174
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentUseEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	959
creator\PriorScriptAPI\minecraft\server-1xx\ItemComponentUseOnEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1116
creator\PriorScriptAPI\minecraft\server-1xx\ItemCompostableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1390
creator\PriorScriptAPI\minecraft\server-1xx\ItemCooldownComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2472
creator\PriorScriptAPI\minecraft\server-1xx\ItemCustomComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	2695
creator\PriorScriptAPI\minecraft\server-1xx\ItemCustomComponentAlreadyRegisteredError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	664
creator\PriorScriptAPI\minecraft\server-1xx\ItemCustomComponentReloadNewComponentError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	677
creator\PriorScriptAPI\minecraft\server-1xx\ItemCustomComponentReloadNewEventError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	688
creator\PriorScriptAPI\minecraft\server-1xx\ItemCustomComponentReloadVersionError.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	685
creator\PriorScriptAPI\minecraft\server-1xx\ItemDurabilityComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	3531
creator\PriorScriptAPI\minecraft\server-1xx\ItemEnchantableComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	5096
creator\PriorScriptAPI\minecraft\server-1xx\ItemFoodComponent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1815
creator\PriorScriptAPI\minecraft\server-1xx\ItemLockMode.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	968
creator\PriorScriptAPI\minecraft\server-1xx\ItemReleaseUseAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1259
creator\PriorScriptAPI\minecraft\server-1xx\ItemReleaseUseAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1819
creator\PriorScriptAPI\minecraft\server-1xx\ItemStack.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	19911
creator\PriorScriptAPI\minecraft\server-1xx\ItemStartUseAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1200
creator\PriorScriptAPI\minecraft\server-1xx\ItemStartUseAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1769
creator\PriorScriptAPI\minecraft\server-1xx\ItemStartUseOnAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1618
creator\PriorScriptAPI\minecraft\server-1xx\ItemStartUseOnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1782
creator\PriorScriptAPI\minecraft\server-1xx\ItemStopUseAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1373
creator\PriorScriptAPI\minecraft\server-1xx\ItemStopUseAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1800
creator\PriorScriptAPI\minecraft\server-1xx\ItemStopUseOnAfterEvent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1426
creator\PriorScriptAPI\minecraft\server-1xx\ItemStopUseOnAfterEventSignal.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1769
creator\PriorScriptAPI\minecraft\server-1xx\ItemType.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	802
creator\PriorScriptAPI\minecraft\server-1xx\ItemTypes.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	1096
